"","logFC","logCPM","F","PValue","FDR"
"rno-miR-6316",0.496386527732274,1.01839676197032,0.946066070273131,0.644064482379776,1
"rno-miR-448-5p",0.496252585245003,1.668226753233,1.25757945028387,0.615413549795745,1
"rno-miR-3072",0.492149749945172,3.01991838305552,2.50120125881635,0.295357243898098,1
"rno-miR-505-5p",0.490343767273113,1.32355643409276,0.490850132242942,0.714062975714733,1
"rno-miR-1949",0.482977774134468,1.49085624208002,0.510594280381654,0.671983409465901,1
"rno-miR-871-3p",0.474018820950767,1.45369610409624,0.665430156325876,0.687626422090697,1
"rno-miR-20b-3p",0.465819191360195,1.13709114602784,0.296806021718316,0.774532161785329,1
"rno-miR-298-5p",0.458437011233756,3.12240770578107,2.44930686821326,0.307533748408949,1
"rno-miR-1912-3p",0.435639280053147,1.54917612915207,0.511374789399523,0.687735838349432,1
"rno-miR-324-3p",0.429058468505011,2.98249938363017,2.73512843441853,0.368743108331529,1
"novel_472",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1
"rno-miR-15a-3p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1
"rno-miR-201-3p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1
"rno-miR-3593-5p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1
"rno-miR-449c-5p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1
"rno-miR-497-3p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1
"rno-miR-742-5p",0.428530173758887,1.01550763420482,0.815261777284471,0.671566037078191,1
"rno-miR-362-3p",0.418167153240415,1.71062102665539,0.853103379962967,0.661592410992898,1
"rno-miR-381-5p",0.417200491338739,1.24540505396385,0.434942259995883,0.773901368594718,1
"rno-miR-103-1-5p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1
"rno-miR-122-3p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1
"rno-miR-207",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1
"rno-miR-3550",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1
"rno-miR-3561-5p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1
"rno-miR-5132-3p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1
"rno-miR-880-3p",0.414547677763491,1.01492824037708,0.788340461881424,0.677434356730287,1
"rno-miR-126b",0.411405814728898,2.03377999738345,0.935472475131713,0.594002911146739,1
"rno-miR-223-5p",0.40641477132553,1.56040661313319,0.400658208093736,0.704892733305205,1
"rno-miR-328a-5p",0.405488552015973,1.09424181792811,0.226415699732623,0.8076247561587,1
"rno-miR-511-3p",0.405370172411312,1.17282056502779,0.280443096674405,0.796307652993659,1
"rno-miR-92b-5p",0.399641825266851,2.45982675238758,1.55105841044456,0.512829650436979,1
"rno-miR-540-5p",0.398104796517253,2.66104047479042,1.617264993858,0.47165752565509,1
"rno-miR-410-5p",0.395570519656654,1.61325339934925,0.636448436438422,0.700412918203698,1
"rno-miR-673-5p",0.388978164320854,2.07732196744363,0.831436402373129,0.604829282696284,1
"rno-miR-1193-3p",0.387135586579322,3.47006770312319,2.82562180822413,0.31752363063204,1
"rno-miR-483-3p",0.385979350347029,1.35350310287383,0.217087219380192,0.765681458102356,1
"rno-miR-153-5p",0.382195983388294,1.60873449439516,0.5049449024327,0.710984210628927,1
"rno-miR-741-3p",0.380485208304686,2.36262831326141,1.00519588204905,0.553245409758589,1
"novel_264",0.372485176411968,1.5025616502102,0.469646855289014,0.740836684387553,1
"rno-miR-15b-3p",0.370940796736882,2.14977883001827,1.09247567734427,0.606691052113398,1
"rno-miR-223-3p",0.365133282173781,1.84480098469687,0.490130296033056,0.674324511347518,1
"rno-miR-6325",0.359297925003923,1.46310229999416,0.35958168826008,0.757967335128533,1
"rno-miR-141-3p",0.349909938109551,1.13062953030086,0.187711423652244,0.830322662968309,1
"rno-miR-296-3p",0.33578317495421,1.68642628390015,0.588318587023221,0.729448278610374,1
"rno-miR-471-5p",0.332647365708885,1.05099517132207,0.207484953038093,0.835083637738697,1
"rno-miR-339-3p",0.326569178561333,4.12727325705245,2.65694956390822,0.273103225501377,1
"novel_398",0.32446758578971,1.05032381945658,0.198511589041927,0.838801258271298,1
"rno-miR-433-5p",0.321670182544075,4.12108884803929,2.3949936754847,0.281462834189165,1
"rno-miR-543-5p",0.318018189952188,2.50060134292195,1.00762650981997,0.594386647352485,1
"rno-miR-3544",0.305683743471035,3.71499778644561,2.1858647094028,0.382606386385336,1
"rno-miR-192-3p",0.298863574037008,1.05243229132235,0.164161481929632,0.852326788818057,1
"rno-miR-421-5p",0.292127956086453,1.26414995742575,0.184431382090941,0.837018275957989,1
"rno-miR-6319",0.29168538549519,2.61638445203829,0.496399930799419,0.604961324398022,1
"rno-miR-25-5p",0.290674227167254,1.76657076486461,0.276057524205474,0.750853980354957,1
"rno-miR-152-5p",0.282099579080207,2.42987813775725,0.735530404124848,0.648369100717709,1
"rno-miR-133a-5p",0.278124002830334,1.0855272322215,0.12721070714628,0.867386560696023,1
"rno-miR-1839-3p",0.276333237928077,3.75648588466782,1.54987089765332,0.422053977806201,1
"rno-miR-3583-3p",0.272625836413575,1.30264411142266,0.156019946429021,0.841392915703801,1
"rno-miR-193b-3p",0.272271040141428,4.7110370908554,2.2803147963583,0.254229047284693,1
"rno-miR-3560",0.270504846546184,2.8539619995408,0.617791335975068,0.591583053796121,1
"rno-miR-501-3p",0.270504846546184,2.8539619995408,0.617791335975068,0.591583053796121,1
"rno-miR-494-5p",0.269456689036242,1.08497528620472,0.1193809906772,0.871475464818901,1
"rno-miR-216b-3p",0.269456689036242,1.08497528620472,0.1193809906772,0.871475464818901,1
"rno-miR-130a-5p",0.267931193849701,1.69345939509258,0.392602266393411,0.78121724774177,1
"rno-miR-377-5p",0.267379038644929,1.74344586380358,0.279172066675116,0.773785872907708,1
"novel_492",0.267293824273954,1.04760422496676,0.137839861522458,0.865954196508719,1
"rno-miR-181a-2-3p",0.265848348915824,2.77666098142955,0.828582177151174,0.610824228580513,1
"rno-miR-216b-5p",0.263076522322397,1.42548243331909,0.182314048989802,0.827202799111726,1
"rno-miR-298-3p",0.262782057305482,1.5658797020238,0.287298287008161,0.805196890091002,1
"rno-miR-135b-3p",0.261183853886496,1.39018239090469,0.175855580854514,0.834022662062483,1
"rno-miR-144-3p",0.261163026812252,1.6007451324649,0.250525652866021,0.800940813757496,1
"rno-miR-19b-1-5p",0.256094733876587,1.04703757875534,0.112412174032141,0.871306854396713,1
"rno-miR-200a-3p",0.242276059561927,3.15085143645981,0.220069991911668,0.651396393609932,1
"novel_295",0.241680725103875,2.35089525836769,0.393724306675829,0.707482076984093,1
"rno-miR-203b-3p",0.241481250516223,1.29290377436277,0.140791539576694,0.860688880625148,1
"rno-miR-130a-3p",0.236702155648696,4.36405955797894,1.62823815144545,0.383848867792021,1
"rno-miR-3590-5p",0.236702155648696,4.36405955797894,1.62823815144545,0.383848867792021,1
"rno-miR-547-3p",0.235525182744118,1.42097639509367,0.157298612665684,0.84564842909147,1
"novel_320",0.228364447220149,1.15298585551454,0.05869114062977,0.886436641898525,1
"rno-miR-671",0.226656813199255,4.45199512966022,1.42207128346418,0.388589340870819,1
"rno-miR-3064-5p",0.225591343008622,1.83794480316704,0.243843415940286,0.795602055356159,1
"novel_433",0.223419289148044,1.08232028595384,0.0826758124838407,0.893245949647672,1
"rno-miR-344a-5p",0.223419289148044,1.08232028595384,0.0826758124838407,0.893245949647672,1
"rno-miR-202-5p",0.221517804187976,1.37987415222484,0.0909081118747225,0.860272552695449,1
"rno-miR-331-3p",0.22150298363069,3.3875498574204,0.850324780944342,0.579324102935694,1
"rno-miR-3590-3p",0.217181959547116,1.68196119059115,0.257543278756532,0.82325310000731,1
"novel_189",0.21621041732745,2.22952417048285,0.339843126010494,0.753074848288514,1
"rno-miR-188-5p",0.212671763693232,1.47570717196824,0.13077247697166,0.85332032651966,1
"rno-miR-487b-3p",0.205462999803572,8.06223816254273,0.947789138823698,0.351367669257839,1
"rno-miR-370-3p",0.200419351851929,9.38714352647597,1.17128496383319,0.30247112033227,1
"novel_482",0.193554711438674,1.28650769206066,0.0791945381203852,0.888835260356573,1
"rno-miR-128-1-5p",0.192306023440475,3.48692890906785,0.72509548412453,0.615910235985105,1
"rno-miR-15b-5p",0.191923345644775,3.62655787837905,0.461610093513404,0.596156210338789,1
"rno-miR-542-3p",0.189816156972638,6.16203317395756,0.945028190593106,0.3491014313244,1
"rno-miR-30d-3p",0.188416211479087,4.18077978252097,0.830261157663391,0.517747260760245,1
"rno-miR-1843b-3p",0.183072977239611,2.55237591456195,0.372386742176693,0.752649159132367,1
"rno-miR-344b-5p",0.180091845530812,3.33862047836456,0.552551448055605,0.658607503043308,1
"rno-miR-544-3p",0.179922611504652,1.07945256565746,0.0548121764788662,0.913875788562391,1
"novel_168",0.17888381102688,3.91112092881197,0.597107470655967,0.580118386418668,1
"rno-miR-770-5p",0.177243131732753,3.38919897405999,0.556602094950667,0.656942855606278,1
"rno-miR-874-3p",0.175511735865596,5.46083558469457,0.901118708342828,0.360089939771356,1
"rno-miR-133b-3p",0.174605107956087,1.7211182899549,0.156844215079654,0.85329558358828,1
"rno-miR-380-3p",0.17231537719168,6.80190834897247,1.10172010556014,0.313334786512819,1
"rno-miR-7578",0.170822478547534,1.4254033113678,0.044274635297394,0.887175084135549,1
"rno-miR-455-3p",0.167472301065058,4.48149771106894,0.852805817816774,0.519227599186268,1
"rno-miR-204-5p",0.163586554237665,9.74140519550311,0.860866290608966,0.373561988227238,1
"rno-miR-423-3p",0.161464478268487,7.0993188519516,1.28121874646972,0.278466244195271,1
"rno-let-7a-2-3p",0.160290840845233,2.20144741932325,0.178682171196433,0.818272787540199,1
"rno-miR-3547",0.160088330801819,1.15038822112346,0.0413761336294677,0.920418381251049,1
"rno-miR-542-5p",0.15974547310149,1.44635674188041,0.0639043583689901,0.892374960719166,1
"rno-let-7b-3p",0.157038711298544,3.56611425337505,0.305297294368482,0.672089932470928,1
"rno-miR-3074",0.152912018708625,4.07487255566447,0.406909271997966,0.614127387305402,1
"rno-miR-181c-3p",0.152857972930378,5.82417235974153,1.04345413832441,0.336635526180613,1
"rno-miR-503-5p",0.15128878847637,2.54249713335362,0.210989755159881,0.795443208827684,1
"rno-miR-23a-3p",0.150276574060129,8.65975691260279,1.42986679792858,0.253503921990874,1
"rno-miR-300-5p",0.149454042323208,4.2905958985136,0.470012677335384,0.592435828941087,1
"rno-miR-299a-3p",0.145298291575971,5.64808940403755,0.943056475825298,0.391144367924189,1
"rno-miR-3084a-3p",0.144253952268218,2.08865261254336,0.165626359797937,0.846242730923926,1
"rno-miR-22-5p",0.142996134642505,6.96145215378037,0.769897208600417,0.396445574885983,1
"rno-miR-134-5p",0.136109697714535,8.06924437894817,1.07210949152008,0.319666913708221,1
"rno-miR-151-3p",0.135684416694437,9.44258907156732,1.00271755685873,0.335238736439587,1
"rno-let-7c-1-3p",0.134328539873691,2.85870608393343,0.235438903436066,0.789119892448443,1
"rno-miR-421-3p",0.133164016743282,3.83483049396574,0.323917409078941,0.689315304434159,1
"rno-miR-881-3p",0.132258491811426,1.6869194488322,0.070557011196971,0.891315221580298,1
"rno-miR-3473",0.131344063250461,1.27343500329391,0.0279830224383495,0.925449881746389,1
"rno-miR-24-3p",0.131158180119441,11.2183587455961,0.935003588927229,0.352819346586813,1
"rno-miR-1306-5p",0.129237779038453,2.34056088517604,0.126741898096158,0.841627161069006,1
"rno-miR-24-1-5p",0.123946624957292,4.24483531039702,0.315412305537547,0.662563492206298,1
"rno-miR-485-3p",0.120437943732181,6.44743088152797,0.383782723609893,0.546539438581698,1
"rno-miR-128-2-5p",0.117581996147994,3.05225305114781,0.200279554878008,0.798481932813663,1
"rno-miR-203a-5p",0.113369281248821,1.27722344082273,0.0241811074089613,0.935358324370628,1
"rno-miR-193a-5p",0.108057965750589,1.50581847055738,0.0404841424811198,0.923083793636264,1
"rno-miR-3549",0.108057965750589,1.50581847055738,0.0404841424811198,0.923083793636264,1
"rno-miR-217-5p",0.107493481455742,2.69533437733871,0.0875645676259637,0.84272583453996,1
"rno-miR-3576",0.106913157645014,6.1433499319807,0.440831392008386,0.518521815596995,1
"rno-miR-877",0.106140889688468,3.51642598922214,0.189725992190233,0.779120446757756,1
"rno-miR-216a-5p",0.10510825207097,1.33320116472617,0.0294061185048803,0.936418905612255,1
"rno-miR-148a-3p",0.104031721363597,13.4242985714723,1.24072532912583,0.28584389734624,1
"rno-miR-203b-5p",0.0997161764520906,4.41972146962533,0.202551790372873,0.707465089082791,1
"rno-miR-125b-1-3p",0.0986292686089107,5.98914508888596,0.458361086390965,0.510591620663465,1
"rno-miR-592",0.0972577456017392,5.46467997089074,0.174190336964093,0.683849896894737,1
"rno-miR-382-5p",0.0963785503667815,8.89387913320547,0.565780068552827,0.465570551096592,1
"rno-miR-702-5p",0.0943647294183717,1.14511073159097,0.0147990230065616,0.953260897946734,1
"rno-miR-203a-3p",0.0908612221488429,4.68924663769377,0.199059958284434,0.705226709783625,1
"rno-miR-149-5p",0.0897785660425447,9.39470659886162,0.597340096387819,0.453653602944068,1
"rno-miR-154-5p",0.0895522741399976,6.01857854066567,0.143289754517754,0.712292586656376,1
"rno-miR-493-5p",0.0882922944876016,6.50532372860402,0.1765847603589,0.681817493847822,1
"rno-miR-136-3p",0.0871117686823704,11.0786020279239,0.51043544710391,0.487796752898069,1
"rno-miR-487b-5p",0.0860718426775216,1.49794629367579,0.0203571244252234,0.939110274624117,1
"rno-miR-329-5p",0.0852790054145638,8.21853198733298,0.426392155005862,0.52533885098458,1
"rno-miR-672-5p",0.0794910311374888,4.60404277133134,0.202516229828918,0.748527787009558,1
"rno-miR-376c-3p",0.0785940513096045,4.70917891700491,0.181168583091241,0.741787102592775,1
"rno-miR-141-5p",0.0763090046284473,1.20823280985898,0.0116936538384407,0.959624165201927,1
"rno-miR-106b-3p",0.0695470586771997,5.45951887812662,0.159982774614827,0.701055061718206,1
"rno-miR-99b-5p",0.0692293436418159,12.4592113509428,0.364792906343377,0.556469069114298,1
"rno-miR-27b-5p",0.0680453653042066,4.2203120519576,0.110376437255536,0.812327190201626,1
"rno-miR-344a-3p",0.0666314884915669,8.58677813467899,0.303785247955762,0.591026037263581,1
"rno-miR-17-1-3p",0.0664724798652715,1.62195188248964,0.0187789428300399,0.94787659059054,1
"rno-miR-129-5p",0.0660396664032877,12.5433005057555,0.507510930822091,0.489022132862826,1
"rno-miR-192-5p",0.0656104856184523,9.06620719956162,0.0364870115275074,0.854674801910484,1
"rno-miR-3543",0.0629589719105005,11.0919119248367,0.414831097571761,0.530918378371615,1
"rno-miR-125a-5p",0.0593978209118586,10.9442792653493,0.384986851126151,0.545853363861745,1
"rno-miR-328a-3p",0.0577699457323199,10.3801585422447,0.330442436375806,0.575379875217973,1
"rno-miR-664-2-5p",0.0575028451119214,4.04730590103892,0.0774374057140914,0.851102974424049,1
"rno-miR-494-3p",0.0555453418503046,4.04225053322867,0.0345219172128569,0.856436620630011,1
"rno-miR-100-5p",0.054353729595748,13.7292191733626,0.259584743217145,0.619142785753361,1
"rno-miR-345-3p",0.0528114157582521,3.00280948019479,0.0353509363065572,0.910635671504741,1
"rno-miR-541-5p",0.0515542019284527,10.1498822699101,0.13012382409029,0.724407390563203,1
"rno-miR-99a-5p",0.0480398234693593,14.8505345336724,0.121108627067572,0.735681205681661,1
"rno-miR-138-1-3p",0.0476790512770513,4.5787079995338,0.0674257154331086,0.848904382829264,1
"rno-miR-339-5p",0.0447021421845416,5.05628899829781,0.076114183975112,0.83127840679536,1
"rno-miR-3596b",0.0436489787166877,9.80565677080956,0.167090449385839,0.689478123505581,1
"rno-let-7d-5p",0.0435612503785798,9.80569988086002,0.166431838837716,0.690055170278913,1
"rno-miR-3084a-1-5p",0.0412941800378904,2.01674336831572,0.0117323970813292,0.957562847763585,1
"rno-miR-136-5p",0.0406837981275976,6.83537904535456,0.0620280220212122,0.807276909221321,1
"rno-miR-434-3p",0.0390142471084912,11.0797051076223,0.118533152496518,0.736230423429397,1
"rno-miR-181c-5p",0.0382543198771301,4.92736171509675,0.0448754672043925,0.862000836104717,1
"rno-miR-9b-5p",0.0323699397664365,7.06619127326299,0.0346608236882496,0.855231000293882,1
"rno-miR-3570",0.0307636592912454,8.24124129825265,0.0449984155251464,0.835352921749454,1
"rno-miR-181a-1-3p",0.0296758874698013,8.23663211863508,0.041333979308504,0.842096163615483,1
"rno-miR-219a-1-3p",0.0296341877130196,2.26735722682081,0.00754062252729316,0.964842350914811,1
"rno-miR-7a-5p",0.029239892560838,14.8241645923755,0.0362841925080684,0.853633305061287,1
"rno-miR-879-5p",0.0250222604936183,4.48098191327342,0.0135051877025296,0.923161643658916,1
"rno-miR-139-5p",0.0232952011808692,11.5245953190057,0.0498301878110582,0.826887684487917,1
"rno-miR-133a-3p",0.0220164951879074,4.10721847583793,0.00217975844820919,0.964046831908206,1
"rno-miR-133c",0.0220164951879074,4.10721847583793,0.00217975844820919,0.964046831908206,1
"rno-miR-146b-3p",0.0217969965721202,3.96212463943463,0.00917779264855072,0.945099814793199,1
"rno-miR-3586-3p",0.0217174233809806,5.19540799107067,0.0186856852747117,0.913319932046745,1
"rno-miR-1224",0.0216900342442266,4.68633515708833,0.0129966940381334,0.928078612290574,1
"rno-miR-222-5p",0.0213044962368793,3.41742576920808,0.00794811447794743,0.956883749244448,1
"rno-miR-151-5p",0.0196011506398408,5.1943966680821,0.0152524060544834,0.921768641051609,1
"rno-miR-330-3p",0.0185644130812253,7.81129108482645,0.0130866980210154,0.910700850974978,1
"rno-miR-125b-2-3p",0.0161315227341407,9.55937163022217,0.0196188517833693,0.890790392300492,1
"rno-miR-222-3p",0.0139575216777377,10.1788217161053,0.017630937623938,0.896434201351476,1
"rno-miR-23b-3p",0.0129877993345019,9.51477496711246,0.0140814217059365,0.907385689430608,1
"rno-miR-324-5p",0.0112508874447286,5.39542088729207,0.00353270088955803,0.953523845115592,1
"rno-miR-3559-5p",0.00850999212421718,6.27651554267404,0.00282502751250639,0.958433515505949,1
"rno-miR-148a-5p",0.00784426801889398,6.94844841067523,0.00287546927958964,0.958064445885707,1
"novel_155",0,0.999994122667051,0,1,1
"novel_197",0,0.999994122667051,0,1,1
"novel_207",0,0.999994122667051,0,1,1
"novel_222",0,0.999994122667051,0,1,1
"novel_236",0,0.999994122667051,0,1,1
"novel_239",0,0.999994122667051,0,1,1
"novel_240",0,0.999994122667051,0,1,1
"novel_243",0,0.999994122667051,0,1,1
"novel_268",0,0.999994122667051,0,1,1
"novel_273",0,0.999994122667051,0,1,1
"novel_277",0,0.999994122667051,0,1,1
"novel_278",0,0.999994122667051,0,1,1
"novel_284",0,0.999994122667051,0,1,1
"novel_287",0,0.999994122667051,0,1,1
"novel_288",0,0.999994122667051,0,1,1
"novel_316",0,0.999994122667051,0,1,1
"novel_333",0,0.999994122667051,0,1,1
"novel_350",0,0.999994122667051,0,1,1
"novel_362",0,0.999994122667051,0,1,1
"novel_373",0,0.999994122667051,0,1,1
"novel_374",0,0.999994122667051,0,1,1
"novel_376",0,0.999994122667051,0,1,1
"novel_379",0,0.999994122667051,0,1,1
"novel_382",0,0.999994122667051,0,1,1
"novel_389",0,0.999994122667051,0,1,1
"novel_410",0,0.999994122667051,0,1,1
"novel_417",0,0.999994122667051,0,1,1
"novel_418",0,0.999994122667051,0,1,1
"novel_429",0,0.999994122667051,0,1,1
"novel_431",0,0.999994122667051,0,1,1
"novel_434",0,0.999994122667051,0,1,1
"novel_436",0,0.999994122667051,0,1,1
"novel_445",0,0.999994122667051,0,1,1
"novel_448",0,0.999994122667051,0,1,1
"novel_450",0,0.999994122667051,0,1,1
"novel_451",0,0.999994122667051,0,1,1
"novel_454",0,0.999994122667051,0,1,1
"novel_458",0,0.999994122667051,0,1,1
"novel_460",0,0.999994122667051,0,1,1
"novel_463",0,0.999994122667051,0,1,1
"novel_468",0,0.999994122667051,0,1,1
"novel_470",0,0.999994122667051,0,1,1
"novel_473",0,0.999994122667051,0,1,1
"novel_476",0,0.999994122667051,0,1,1
"novel_478",0,0.999994122667051,0,1,1
"novel_481",0,0.999994122667051,0,1,1
"novel_483",0,0.999994122667051,0,1,1
"novel_485",0,0.999994122667051,0,1,1
"novel_487",0,0.999994122667051,0,1,1
"novel_490",0,0.999994122667051,0,1,1
"novel_494",0,0.999994122667051,0,1,1
"novel_497",0,0.999994122667051,0,1,1
"novel_499",0,0.999994122667051,0,1,1
"novel_501",0,0.999994122667051,0,1,1
"novel_505",0,0.999994122667051,0,1,1
"novel_506",0,0.999994122667051,0,1,1
"novel_509",0,0.999994122667051,0,1,1
"novel_510",0,0.999994122667051,0,1,1
"novel_511",0,0.999994122667051,0,1,1
"novel_514",0,0.999994122667051,0,1,1
"novel_516",0,0.999994122667051,0,1,1
"novel_517",0,0.999994122667051,0,1,1
"novel_522",0,0.999994122667051,0,1,1
"novel_523",0,0.999994122667051,0,1,1
"novel_524",0,0.999994122667051,0,1,1
"novel_525",0,0.999994122667051,0,1,1
"novel_527",0,0.999994122667051,0,1,1
"rno-miR-101b-5p",0,0.999994122667051,0,1,1
"rno-miR-183-3p",0,0.999994122667051,0,1,1
"rno-miR-196a-3p",0,0.999994122667051,0,1,1
"rno-miR-196b-5p",0,0.999994122667051,0,1,1
"rno-miR-196c-3p",0,0.999994122667051,0,1,1
"rno-miR-196c-5p",0,0.999994122667051,0,1,1
"rno-miR-200b-5p",0,0.999994122667051,0,1,1
"rno-miR-208a-3p",0,0.999994122667051,0,1,1
"rno-miR-208b-3p",0,0.999994122667051,0,1,1
"rno-miR-214-5p",0,0.999994122667051,0,1,1
"rno-miR-224-3p",0,0.999994122667051,0,1,1
"rno-miR-23a-5p",0,0.999994122667051,0,1,1
"rno-miR-290",0,0.999994122667051,0,1,1
"rno-miR-291a-5p",0,0.999994122667051,0,1,1
"rno-miR-291b",0,0.999994122667051,0,1,1
"rno-miR-29b-1-5p",0,0.999994122667051,0,1,1
"rno-miR-301b-5p",0,0.999994122667051,0,1,1
"rno-miR-3541",0,0.999994122667051,0,1,1
"rno-miR-3551-3p",0,0.999994122667051,0,1,1
"rno-miR-3551-5p",0,0.999994122667051,0,1,1
"rno-miR-3558-5p",0,0.999994122667051,0,1,1
"rno-miR-3577",0,0.999994122667051,0,1,1
"rno-miR-449c-3p",0,0.999994122667051,0,1,1
"rno-miR-452-3p",0,0.999994122667051,0,1,1
"rno-miR-465-3p",0,0.999994122667051,0,1,1
"rno-miR-466c-3p",0,0.999994122667051,0,1,1
"rno-miR-466d",0,0.999994122667051,0,1,1
"rno-miR-509-5p",0,0.999994122667051,0,1,1
"rno-miR-511-5p",0,0.999994122667051,0,1,1
"rno-miR-615",0,0.999994122667051,0,1,1
"rno-miR-632",0,0.999994122667051,0,1,1
"rno-miR-6320",0,0.999994122667051,0,1,1
"rno-miR-6332",0,0.999994122667051,0,1,1
"rno-miR-675-3p",0,0.999994122667051,0,1,1
"rno-miR-741-5p",0,0.999994122667051,0,1,1
"rno-miR-742-3p",0,0.999994122667051,0,1,1
"rno-miR-761",0,0.999994122667051,0,1,1
"rno-miR-802-3p",0,0.999994122667051,0,1,1
"rno-miR-802-5p",0,0.999994122667051,0,1,1
"rno-miR-880-5p",0,0.999994122667051,0,1,1
"rno-miR-883-3p",0,0.999994122667051,0,1,1
"rno-miR-883-5p",0,0.999994122667051,0,1,1
"rno-miR-3596c",-0.0027229250109617,10.2521062568513,0.000721961969091636,0.978979008502498,1
"rno-let-7e-3p",-0.00483463127947429,4.48994938629844,0.000708005116438896,0.985068503653265,1
"rno-let-7e-5p",-0.00502992905146061,10.2587048719209,0.00247079237278266,0.961124345528506,1
"rno-miR-185-5p",-0.00606185346524589,9.57267468573921,0.00326351469119333,0.955327471147507,1
"rno-miR-25-3p",-0.00627042714017765,7.70886019043972,0.00187284325876069,0.966150134136072,1
"rno-miR-148b-5p",-0.0102077222020378,5.08878088078878,0.00331081070393046,0.960737692056419,1
"rno-miR-150-5p",-0.0135532061070388,8.20072968946251,0.00764930259585256,0.93166129689809,1
"rno-miR-672-3p",-0.0192431713982309,2.00199208446473,0.00238854090162673,0.980392857538846,1
"rno-miR-429",-0.0200518116504915,1.49505099002773,0.00112414149044451,0.985834903903847,1
"rno-miR-191a-3p",-0.02022722313312,3.66048126724501,0.00734549418760681,0.954803526430293,1
"rno-miR-325-3p",-0.0222850254399954,6.80461655101021,0.0151363716879419,0.903997259348439,1
"rno-miR-126a-5p",-0.0260305861917535,8.23686012426447,0.0357778358985797,0.852946091546044,1
"rno-miR-666-3p",-0.0261881935451872,1.23174764563675,0.00139623953547294,0.985772998141371,1
"rno-miR-1b",-0.028479250345661,8.07425035580239,0.0103477576170501,0.921587198275312,1
"rno-miR-340-3p",-0.0320857961279851,6.85309170390351,0.0449376158320342,0.835462408511618,1
"rno-miR-193b-5p",-0.0321857639487815,1.37627451199046,0.00298296585480383,0.979642473342033,1
"rno-miR-30d-5p",-0.0325791035883297,13.759509883201,0.143607751387753,0.710942100164529,1
"rno-miR-148b-3p",-0.0328678480447586,9.55199571834685,0.0887533362823573,0.77055636779188,1
"rno-miR-125a-3p",-0.0330818016841482,3.41507409565662,0.0201439993264593,0.933160834414661,1
"rno-miR-181a-5p",-0.0363313583511227,12.7017286643238,0.0867760903021664,0.773395139944817,1
"rno-miR-452-5p",-0.0363671609667928,1.38232342003504,0.00396068353095181,0.976861439995065,1
"rno-miR-191b",-0.0417464199857893,3.62332228452359,0.0310618240092549,0.908256485445742,1
"rno-miR-3594-3p",-0.044220862610483,1.61947146853256,0.00679013161153549,0.965375903133043,1
"rno-miR-27b-3p",-0.0444255064064529,12.9529291028772,0.101679263514137,0.755843569999726,1
"rno-miR-92b-3p",-0.0460866179203815,9.23644917068525,0.184666678579248,0.674550294253264,1
"rno-miR-3065-3p",-0.0526731865640579,7.73249667443773,0.0594667614911595,0.811864278408119,1
"rno-miR-338-5p",-0.053314179741091,7.78502520618879,0.0660996212434059,0.801885597019612,1
"rno-miR-3099",-0.0544014518529129,4.62496845951373,0.0973389989453857,0.824968768587443,1
"rno-miR-3592",-0.0575551418381965,8.56298519784343,0.186764080299675,0.672826396004568,1
"rno-miR-218a-2-3p",-0.057985514559246,2.31898774570148,0.0218882675365364,0.929346722364827,1
"rno-miR-187-5p",-0.05852948241278,1.50722492903767,0.0118391708704069,0.958232169532675,1
"rno-miR-425-3p",-0.0591600626409848,3.95166051711758,0.0858155849019418,0.852408258374028,1
"rno-miR-325-5p",-0.0594508240298791,7.9668376774685,0.142391935442474,0.712107104438757,1
"rno-miR-1188-3p",-0.0640471103776867,1.06893323149579,0.00736937520049428,0.96910093261309,1
"rno-miR-3589",-0.0644485465528947,4.61151676836953,0.126316438017454,0.794357795462982,1
"rno-miR-505-3p",-0.0644485465528947,4.61151676836953,0.126316438017454,0.794357795462982,1
"rno-miR-135a-3p",-0.0653572337525777,3.78759554536102,0.0732254781075832,0.847219442604507,1
"rno-miR-186-3p",-0.0655393873899562,1.03243384918886,0.00936781788527728,0.96450890754928,1
"rno-miR-188-3p",-0.0655393873899562,1.03243384918886,0.00936781788527728,0.96450890754928,1
"rno-miR-471-3p",-0.0655393873899562,1.03243384918886,0.00936781788527728,0.96450890754928,1
"rno-miR-423-5p",-0.0691347848297512,6.15273872194192,0.208264576889675,0.655790477508897,1
"rno-miR-132-5p",-0.0707308419783085,8.95046709511776,0.399164778952666,0.53865964562163,1
"rno-miR-375-3p",-0.0735963692547686,4.2674842909993,0.0218849498703419,0.886677083179004,1
