"","miRNA_ID","hip_Control_1.x","hip_Control_2.x","hip_Control_3.x","hip_PPCE_1.x","hip_PPCE_2.x","hip_PPCE_3.x","hip_Control_1.y","hip_Control_2.y","hip_Control_3.y","hip_PPCE_1.y","hip_PPCE_2.y","hip_PPCE_3.y"
"234","rno-miR-106b-3p",301,255,255,381,360,226,44.2783798606177,40.903754478116,37.7444285592566,47.5741690852315,46.7049136990844,34.8149040416777
"235","rno-miR-106b-5p",188,213,189,168,195,168,27.6555993813825,34.1666655052498,27.9752823439196,20.9775863682911,25.2984949203374,25.8801056593002
"236","rno-miR-107-3p",1699,1521,1813,1693,1694,1596,249.930124196643,243.978864945939,268.35548618797,211.399129294743,219.772566128469,245.861003763352
"237","rno-miR-107-5p",4,1,1,0,2,8,0.588417008114521,0.160406880306337,0.148017366899046,0,0.259471742772691,1.2323859837762
"238","rno-miR-10a-3p",1,4,0,1,0,1,0.14710425202863,0.641627521225349,0,0.124866585525542,0,0.154048247972025
"239","rno-miR-10a-5p",338,184,174,185,143,313,49.721237185677,29.514865976366,25.7550218404339,23.1003183222253,18.5522296082474,48.2171016152439
"240","rno-miR-10b-3p",0,0,0,0,1,1,0,0,0,0,0.129735871386346,0.154048247972025
"241","rno-miR-10b-5p",190,164,126,94,504,677,27.9498078854398,26.3067283702393,18.6501882292797,11.7374590394009,65.3868791787182,104.290663877061
"242","rno-miR-122-3p",0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"243","rno-miR-1224",165,126,177,201,208,128,24.272201584724,20.2112669185985,26.1990739411311,25.0981836906339,26.9850612483599,19.7181757404192
"244","rno-miR-122-5p",21,15,7,45,12,32,3.08918929260124,2.40610320459506,1.03612156829332,5.61899634864939,1.55683045663615,4.9295439351048
"245","rno-miR-122b",20,12,5,39,6,25,2.94208504057261,1.92488256367605,0.740086834495228,4.86979683549614,0.778415228318074,3.85120619930063
"246","rno-miR-124-3p",20199,17297,18259,19798,22673,16637,2971.3587867263,2774.55780865871,2702.64910220967,2472.10866023468,2941.50141194261,2562.90070151058
"247","rno-miR-124-5p",592,704,683,686,763,657,87.0857172009491,112.926443735661,101.095861592048,85.6584776705218,98.9884698677817,101.20969891762
"248","rno-miR-1247-3p",0,0,0,0,0,1,0,0,0,0,0,0.154048247972025
"249","rno-miR-1247-5p",1,0,0,1,0,3,0.14710425202863,0,0,0.124866585525542,0,0.462144743916075
"250","rno-miR-125a-3p",59,48,67,81,62,49,8.67915086968919,7.69953025470419,9.91716358223605,10.1141934275689,8.04362402595343,7.54836415062923
"251","rno-miR-125a-5p",13189,11403,13598,15756,15911,12963,1940.15798000561,1829.11965613316,2012.74015509322,1967.39792154044,2064.22744962815,1996.92743846136
"252","rno-miR-125b-1-3p",411,351,415,514,508,395,60.4598475837671,56.3028149875244,61.4272072631039,64.1814249601286,65.9058226642636,60.8490579489499
"253","rno-miR-125b-2-3p",4917,4662,5223,6432,6168,4333,723.311607224775,747.816875988144,773.094707313715,803.141878100286,800.21085471098,667.491058462785
"254","rno-miR-125b-5p",42464,36214,42156,55699,56115,41338,6246.63495814376,5808.9747634137,6239.82011899616,6954.94394718716,7280.12842284479,6368.04647466757
"255","rno-miR-126a-3p",28610,25814,26198,32522,37964,29906,4208.65265053911,4140.74320822779,3877.7589780212,4060.91109446168,4925.29262131123,4606.96690385138
"256","rno-miR-126a-5p",2026,2119,1817,2121,2403,2042,298.033214610005,339.902179369129,268.947555655566,264.842027899674,311.755298941389,314.566522358875
"257","rno-miR-126b",16,14,5,19,22,13,2.35366803245809,2.24569632428872,0.740086834495228,2.3724651249853,2.8541891704996,2.00262722363633
"258","rno-miR-128-1-5p",49,64,56,73,80,65,7.20810834940289,10.2660403396056,8.28897254634655,9.11526074336456,10.3788697109077,10.0131361181816
"259","rno-miR-128-2-5p",42,30,48,59,45,42,6.17837858520247,4.81220640919012,7.10483361115419,7.36712854600698,5.83811421238555,6.47002641482505
"260","rno-miR-128-3p",161387,130887,163455,245501,242618,179726,23740.7139221446,20995.1753426556,24194.1787064835,30654.8716131061,31476.2576440124,27686.4754150202
"261","rno-miR-129-1-3p",3990,4190,4283,3749,3775,4135,586.945965594235,672.104828483553,633.958382428612,468.124829135257,489.752914483455,636.989505364324
"262","rno-miR-129-2-3p",3990,4190,4283,3749,3775,4135,586.945965594235,672.104828483553,633.958382428612,468.124829135257,489.752914483455,636.989505364324
"263","rno-miR-129-5p",39571,35762,40057,49522,50945,35857,5821.06235702493,5736.47085351523,5929.13166587507,6183.64304839589,6609.39396777738,5523.7080275329
"264","rno-miR-1298",4195,9016,2984,7878,5342,3833,617.102337260104,1446.22843284194,441.683822826752,983.69896077022,693.049024945858,590.466934476772
"265","rno-miR-1306-3p",3,3,2,5,6,4,0.441312756085891,0.481220640919012,0.296034733798091,0.62433292762771,0.778415228318074,0.6161929918881
"266","rno-miR-1306-5p",21,16,21,28,33,12,3.08918929260124,2.56651008490139,3.10836470487996,3.49626439471518,4.28128375574941,1.8485789756643
"267","rno-miR-130a-3p",113,112,112,183,135,130,16.6227804792352,17.9655705943098,16.5779450926931,22.8505851511742,17.5143426371567,20.0262722363633
"268","rno-miR-130a-5p",7,6,9,11,9,10,1.02972976420041,0.962441281838023,1.33215630209141,1.37353244078096,1.16762284247711,1.54048247972025
"269","rno-miR-130b-3p",1,1,0,0,0,0,0.14710425202863,0.160406880306337,0,0,0,0
"270","rno-miR-130b-5p",14,9,6,10,9,11,2.05945952840082,1.44366192275703,0.888104201394273,1.24866585525542,1.16762284247711,1.69453072769228
"271","rno-miR-132-3p",5069,4855,5159,4992,4789,4814,745.671453533127,778.775403887267,763.621595832176,623.333994943506,621.305088069209,741.588265737329
"272","rno-miR-132-5p",3442,3172,3370,3626,3797,3226,506.332835482546,508.810624331702,498.818526449784,452.766239115615,492.607103653954,496.959647957753
"273","rno-miR-133a-3p",81,141,73,69,88,169,11.9154444143191,22.6173701231935,10.8052677836303,8.6157944012624,11.4167566819984,26.0341539072722
"274","rno-miR-133a-5p",1,0,1,0,1,2,0.14710425202863,0,0.148017366899046,0,0.129735871386346,0.30809649594405
"275","rno-miR-133b-3p",8,7,9,7,11,12,1.17683401622904,1.12284816214436,1.33215630209141,0.874066098678794,1.4270945852498,1.8485789756643
"276","rno-miR-133c",81,141,73,69,88,169,11.9154444143191,22.6173701231935,10.8052677836303,8.6157944012624,11.4167566819984,26.0341539072722
"277","rno-miR-135a-3p",84,87,67,107,63,85,12.3567571704049,13.9553985866513,9.91716358223605,13.360724651233,8.17335989733978,13.0941010776221
"278","rno-miR-135a-5p",2978,2791,3366,2288,2242,2947,438.076462541261,447.695602934987,498.226456982187,285.69474768244,290.867823648187,453.980186773558
"279","rno-miR-135b-3p",5,3,3,7,8,1,0.735521260143152,0.481220640919012,0.444052100697137,0.874066098678794,1.03788697109077,0.154048247972025
"280","rno-miR-135b-5p",517,611,573,270,299,401,76.0528982988019,98.008603867172,84.8139512331531,33.7139780918963,38.7910255445173,61.7733474367821
"281","rno-miR-137-3p",1989,2053,1969,1842,2044,1657,292.590357284946,329.31532526891,291.446195424221,230.004250538048,265.18012111369,255.257946889646
"282","rno-miR-137-5p",32,17,26,18,26,24,4.70733606491617,2.72691696520773,3.84845153937518,2.24759853945976,3.37313265604499,3.6971579513286
"283","rno-miR-138-1-3p",124,144,157,194,175,129,18.2409272515502,23.0985907641126,23.2387266031502,24.2241175919551,22.7037774926105,19.8722239883912
"284","rno-miR-138-2-3p",62,29,35,50,41,39,9.12046362577508,4.65179952888378,5.1806078414666,6.2433292762771,5.31917072684017,6.00788167090898
"285","rno-miR-138-5p",4168,4595,4950,4966,4356,3937,613.130522455331,737.069615007619,732.685966150275,620.087463719841,565.129455758922,606.487952265863
"286","rno-miR-139-3p",324,283,303,444,406,372,47.6617776572762,45.3951471266934,44.8492621704108,55.4407639733406,52.6727637828563,57.3059482455933
"287","rno-miR-139-5p",18198,20265,19125,24144,21303,20303,2677.00317841701,3250.64542940792,2830.83214194425,3014.77884092869,2763.76326814332,3127.64157857603
"288","rno-miR-1-3p",90,148,108,63,82,86,13.2393826825767,23.7402182853379,15.9858756250969,7.86659488810914,10.6383414536803,13.2481493255942
"289","rno-miR-140-3p",11118,12368,11339,12229,10110,11195,1635.50507405431,1983.91229562878,1678.36892326828,1526.99347439185,1311.62965971595,1724.57013604682
"290","rno-miR-140-5p",1304,1220,1413,1086,1236,1107,191.823944645334,195.696393973731,209.148539428351,135.605111880739,160.353537033523,170.531410505032
"291","rno-miR-141-3p",2,1,0,3,0,2,0.294208504057261,0.160406880306337,0,0.374599756576626,0,0.30809649594405
"292","rno-miR-141-5p",4,1,1,3,1,3,0.588417008114521,0.160406880306337,0.148017366899046,0.374599756576626,0.129735871386346,0.462144743916075
"293","rno-miR-142-3p",44,51,41,23,29,28,6.47258708925973,8.1807508956232,6.06871204286087,2.87193146708746,3.76234027020402,4.3133509432167
"294","rno-miR-142-5p",155,117,82,166,129,84,22.8011590644377,18.7676049958415,12.1374240857217,20.72785319724,16.7359274088386,12.9400528296501
"295","rno-miR-143-3p",162906,116188,139578,177353,363289,297890,23964.165280976,18637.3546090327,20659.968037035,22145.4635427114,47131.6149800741,45889.4325883866
"296","rno-miR-143-5p",110,64,46,101,161,137,16.1814677231493,10.2660403396056,6.80879887735609,12.6115251380797,20.8874752932016,21.1046099721674
"297","rno-miR-144-3p",4,10,4,10,6,9,0.588417008114521,1.60406880306337,0.592069467596182,1.24866585525542,0.778415228318074,1.38643423174823
"298","rno-miR-144-5p",28,31,7,15,17,13,4.11891905680165,4.97261328949645,1.03612156829332,1.87299878288313,2.20550981356788,2.00262722363633
"299","rno-miR-145-3p",249,163,202,239,421,350,36.6289587551289,26.146321489933,29.8995081136072,29.8431139406045,54.6188018536515,53.9168867902088
"300","rno-miR-145-5p",1762,1551,1457,1649,2692,3504,259.197692074447,248.791071355129,215.661303571909,205.904999531619,349.248965772042,539.785060893976
"301","rno-miR-146a-3p",3,1,5,0,2,0,0.441312756085891,0.160406880306337,0.740086834495228,0,0.259471742772691,0
"302","rno-miR-146a-5p",709,751,700,643,681,829,104.296914688299,120.465567110059,103.612156829332,80.2892144929235,88.3501284141014,127.705997568809
"303","rno-miR-146b-3p",98,69,101,126,117,66,14.4162166988058,11.0680747411373,14.9497540568036,15.7331897762183,15.1790969522024,10.1671843661537
"304","rno-miR-146b-5p",22117,25259,26955,27492,23063,16695,3253.50474211722,4051.71738965777,3989.80812476377,3432.8321692682,2992.09840178329,2571.83549989296
"305","rno-miR-147",5,1,0,3,2,1,0.735521260143152,0.160406880306337,0,0.374599756576626,0.259471742772691,0.154048247972025
"306","rno-miR-148a-3p",70843,70277,68109,81461,94411,76279,10421.3065264643,11272.9143272885,10081.3148421271,10171.7569234962,12248.4933534563,11750.6463070581
"307","rno-miR-148a-5p",814,816,762,897,1056,757,119.742861151305,130.892014329971,112.789233577073,112.005327216411,137.001080183981,116.614523714823
"308","rno-miR-148b-3p",5119,4953,4887,5576,6134,4732,753.026666134559,794.495278157288,723.360872035636,696.256080890422,795.799835083844,728.956309403623
"309","rno-miR-148b-5p",242,177,219,232,287,192,35.5992289909285,28.3920178142217,32.415803350891,28.9690478419257,37.2341950878812,29.5772636106288
"310","rno-miR-149-5p",4313,3951,4607,6177,4933,4319,634.460638999483,633.767584090338,681.916009303903,771.300898791273,639.987053548843,665.334382991176
"311","rno-miR-150-3p",14,5,12,26,25,18,2.05945952840082,0.802034401531686,1.77620840278855,3.24653122366409,3.24339678465864,2.77286846349645
"312","rno-miR-150-5p",1867,1771,2174,1831,2387,2171,274.643638537453,284.080585022523,321.789755638525,228.630718097267,309.679524999207,334.438746347266
"313","rno-miR-151-3p",4559,3797,4752,6350,6155,3821,670.648284998526,609.064924523162,703.378527504265,792.902818087191,798.524288382957,588.618355501108
"314","rno-miR-151-5p",226,227,226,262,269,240,33.2455609584704,36.4123618295385,33.4519249191843,32.715045407692,34.898949402927,36.971579513286
"315","rno-miR-152-3p",935,670,659,898,940,1087,137.542475646769,107.472609805246,97.543444786471,112.130193801937,121.951719103165,167.450445545591
"316","rno-miR-152-5p",20,22,18,37,21,25,2.94208504057261,3.52895136673942,2.66431260418282,4.62006366444505,2.72445329911326,3.85120619930063
"317","rno-miR-153-3p",236,249,207,169,200,216,34.7166034787568,39.941313196278,30.6395949481024,21.1024529538166,25.9471742772691,33.2744215619574
"318","rno-miR-153-5p",5,2,11,12,8,7,0.735521260143152,0.320813760612674,1.6281910358895,1.4983990263065,1.03788697109077,1.07833773580418
"319","rno-miR-155-3p",0,1,0,0,0,0,0,0.160406880306337,0,0,0,0
"320","rno-miR-155-5p",12,6,4,10,14,17,1.76525102434356,0.962441281838023,0.592069467596182,1.24866585525542,1.81630219940884,2.61882021552443
"321","rno-miR-15a-3p",0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"322","rno-miR-15a-5p",0,0,5,5,2,4,0,0,0.740086834495228,0.62433292762771,0.259471742772691,0.6161929918881
"323","rno-miR-15b-3p",14,10,18,21,20,20,2.05945952840082,1.60406880306337,2.66431260418282,2.62219829603638,2.59471742772691,3.0809649594405
"324","rno-miR-15b-5p",64,72,54,61,122,63,9.41467212983234,11.5492953820563,7.99293781254846,7.61686171705806,15.8277763091342,9.70503962223758
"325","rno-miR-16-3p",3,4,1,2,2,1,0.441312756085891,0.641627521225349,0.148017366899046,0.249733171051084,0.259471742772691,0.154048247972025
"326","rno-miR-16-5p",3072,3552,3356,2942,3111,2460,451.904262231952,569.76523884811,496.746283313197,367.357494616144,403.608295882921,378.958690011182
"327","rno-miR-17-1-3p",9,4,8,8,6,10,1.32393826825767,0.641627521225349,1.18413893519236,0.998932684204336,0.778415228318074,1.54048247972025
"328","rno-miR-17-2-3p",3,3,0,1,1,0,0.441312756085891,0.481220640919012,0,0.124866585525542,0.129735871386346,0
"329","rno-miR-17-5p",212,245,208,212,218,218,31.1861014300696,39.2996856750526,30.7876123150015,26.4717161314149,28.2824199622233,33.5825180579015
"330","rno-miR-181a-1-3p",1867,1973,2015,2709,2501,1595,274.643638537453,316.482774844403,298.254994301577,338.263580188693,324.46941433725,245.70695551538
"331","rno-miR-181a-2-3p",33,27,27,38,53,28,4.8544403169448,4.3309857682711,3.99646890627423,4.74493024997059,6.87600118347632,4.3133509432167
"332","rno-miR-181a-5p",42650,42728,47952,63642,48020,36082,6273.99634902108,6853.86518172918,7097.72877754303,7946.75923601654,6229.91654397232,5558.36888332661
"333","rno-miR-181b-1-3p",62,61,57,70,65,32,9.12046362577508,9.78481969868657,8.4369899132456,8.74066098678794,8.43283164011247,4.9295439351048
"334","rno-miR-181b-2-3p",2,0,1,4,5,1,0.294208504057261,0,0.148017366899046,0.499466342102168,0.648679356931728,0.154048247972025
"335","rno-miR-181b-5p",8744,8820,10356,13788,9423,6734,1286.27957973834,1414.78868430189,1532.86785160652,1721.66048122617,1222.50111607353,1037.36090184362
"336","rno-miR-181c-3p",353,345,324,444,448,384,51.9278009661065,55.3403737056863,47.9576268752908,55.4407639733406,58.1216703810828,59.1545272212576
"337","rno-miR-181c-5p",197,186,171,189,241,205,28.9795376496402,29.8356797369787,25.3109697397368,23.5997846643274,31.2663450041093,31.5798908342651
"338","rno-miR-181d-3p",2,0,0,0,0,0,0.294208504057261,0,0,0,0,0
"339","rno-miR-181d-5p",1017,922,979,1263,1242,1238,149.605024313117,147.895143642443,144.909002194166,157.70649751876,161.131952261841,190.711730989367
"340","rno-miR-182",159,215,147,187,123,222,23.3895760725522,34.4874792658625,21.7585529341597,23.3500514932764,15.9575121805205,34.1987110497896
"341","rno-miR-183-3p",0,0,0,0,0,0,0,0,0,0,0,0
"342","rno-miR-183-5p",78,76,75,120,100,176,11.4741316582332,12.1909229032816,11.1013025174284,14.983990263065,12.9735871386346,27.1124916430764
"343","rno-miR-1839-3p",64,62,80,120,97,67,9.41467212983234,9.94522657899291,11.8413893519236,14.983990263065,12.5843795244755,10.3212326141257
"344","rno-miR-1839-5p",5140,5237,6057,5436,5368,4430,756.11585542716,840.050832164288,896.541191307519,678.774758916846,696.422157601903,682.433738516071
"345","rno-miR-184",87,103,116,79,84,76,12.7980699264908,16.5219086715527,17.1700145602893,9.86446025651781,10.897813196453,11.7076668458739
"346","rno-miR-1843a-3p",300,202,303,245,283,243,44.1312756085891,32.4021898218801,44.8492621704108,30.5923134537578,36.7152516023358,37.4337242572021
"347","rno-miR-1843a-5p",6956,5231,5986,10387,8552,6428,1023.25717711115,839.08839088245,886.031958257687,1296.9892238538,1109.50117209603,990.222137964177
"348","rno-miR-1843b-3p",22,28,21,31,31,29,3.23629354462987,4.49139264857744,3.10836470487996,3.8708641512918,4.02181201297671,4.46739919118873
"349","rno-miR-1843b-5p",2142,1615,1951,3857,2996,2203,315.097307845326,259.057111694735,288.781882820038,481.610420372015,388.688670673492,339.368290282371
"350","rno-miR-185-5p",5030,4661,5371,6303,5640,4905,739.93438770401,747.656469107838,795.001277614774,787.034088567491,731.710314618989,755.606656302783
"351","rno-miR-186-3p",0,0,1,1,0,0,0,0,0.148017366899046,0.124866585525542,0,0
"352","rno-miR-186-5p",4885,4940,5358,4687,5103,3828,718.604271159859,792.409988713306,793.077051845086,585.249686358215,662.042151684522,589.696693236912
"353","rno-miR-187-3p",629,549,574,798,1033,687,92.5285745260085,88.0633772881791,84.9619686000521,99.6435352493825,134.017155142095,105.831146356781
"354","rno-miR-187-5p",5,6,6,9,8,2,0.735521260143152,0.962441281838023,0.888104201394273,1.12379926972988,1.03788697109077,0.30809649594405
"355","rno-miR-188-3p",0,0,1,1,0,0,0,0,0.148017366899046,0.124866585525542,0,0
"356","rno-miR-188-5p",4,6,4,2,7,9,0.588417008114521,0.962441281838023,0.592069467596182,0.249733171051084,0.908151099704419,1.38643423174823
"357","rno-miR-18a-3p",1,3,0,1,1,2,0.14710425202863,0.481220640919012,0,0.124866585525542,0.129735871386346,0.30809649594405
"358","rno-miR-18a-5p",3,7,6,6,6,5,0.441312756085891,1.12284816214436,0.888104201394273,0.749199513153252,0.778415228318074,0.770241239860125
"359","rno-miR-190a-3p",7,10,5,2,12,1,1.02972976420041,1.60406880306337,0.740086834495228,0.249733171051084,1.55683045663615,0.154048247972025
"360","rno-miR-190a-5p",45,62,54,56,46,64,6.61969134128836,9.94522657899291,7.99293781254846,6.99252878943035,5.9678500837719,9.85908787020961
"361","rno-miR-190b-5p",88,73,80,86,98,60,12.9451741785195,11.7097022623626,11.8413893519236,10.7385263551966,12.7141153958619,9.24289487832151
"362","rno-miR-1912-3p",1,7,7,13,9,3,0.14710425202863,1.12284816214436,1.03612156829332,1.62326561183205,1.16762284247711,0.462144743916075
"363","rno-miR-191a-3p",76,56,81,87,99,52,11.1799231541759,8.98278529715488,11.9894067188227,10.8633929407222,12.8438512672482,8.01050889454531
"364","rno-miR-191a-5p",25808,24344,27327,28786,25821,22651,3796.46653635489,3904.94509417747,4044.87058525022,3594.40953093825,3349.90993506683,3489.34686481434
"365","rno-miR-191b",73,56,79,82,97,50,10.73861039809,8.98278529715488,11.6933719850246,10.2390600130944,12.5843795244755,7.70241239860126
"366","rno-miR-192-3p",0,1,0,0,1,1,0,0.160406880306337,0,0,0.129735871386346,0.154048247972025
"367","rno-miR-192-5p",3669,2120,4631,5355,4859,2208,539.725500693045,340.062586249435,685.46842610948,668.660565489277,630.386599066253,340.138531522231
"368","rno-miR-193a-3p",4,2,0,4,2,0,0.588417008114521,0.320813760612674,0,0.499466342102168,0.259471742772691,0
"369","rno-miR-193a-5p",8,4,4,8,9,3,1.17683401622904,0.641627521225349,0.592069467596182,0.998932684204336,1.16762284247711,0.462144743916075
"370","rno-miR-193b-3p",160,129,145,215,174,195,23.5366803245808,20.6924875595175,21.4625182003616,26.8463158879915,22.5740416212241,30.0394083545449
"371","rno-miR-193b-5p",2,3,7,4,5,4,0.294208504057261,0.481220640919012,1.03612156829332,0.499466342102168,0.648679356931728,0.6161929918881
"372","rno-miR-194-3p",3,3,6,1,2,1,0.441312756085891,0.481220640919012,0.888104201394273,0.124866585525542,0.259471742772691,0.154048247972025
"373","rno-miR-194-5p",434,271,621,556,474,326,63.8432453804256,43.4702645630174,91.9187848443073,69.4258215522013,61.4948030371278,50.2197288388802
"374","rno-miR-1949",9,4,0,11,7,4,1.32393826825767,0.641627521225349,0,1.37353244078096,0.908151099704419,0.6161929918881
"375","rno-miR-195-3p",217,215,249,381,377,208,31.9216226902128,34.4874792658625,36.8563243578623,47.5741690852315,48.9104235126523,32.0420355781812
"376","rno-miR-195-5p",907,1083,1004,754,958,815,133.423556589968,173.720651371763,148.609436366642,94.1494054862586,124.286964788119,125.5493220972
"377","rno-miR-1956-5p",2,0,0,0,0,0,0.294208504057261,0,0,0,0,0
"378","rno-miR-196a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"379","rno-miR-196a-5p",0,1,5,2,0,0,0,0.160406880306337,0.740086834495228,0.249733171051084,0,0
"380","rno-miR-196b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"381","rno-miR-196c-3p",0,0,0,0,0,0,0,0,0,0,0,0
"382","rno-miR-196c-5p",0,0,0,0,0,0,0,0,0,0,0,0
"383","rno-miR-199a-3p",359,250,289,309,849,535,52.8104264782783,40.1017200765843,42.7770190338242,38.5837749273925,110.145754807007,82.4158126650334
"384","rno-miR-199a-5p",122,137,136,135,486,243,17.9467187474929,21.9757426019682,20.1303618982702,16.8569890459482,63.051633493764,37.4337242572021
"385","rno-miR-19a-3p",4,4,0,2,0,3,0.588417008114521,0.641627521225349,0,0.249733171051084,0,0.462144743916075
"386","rno-miR-19a-5p",1,0,0,0,0,0,0.14710425202863,0,0,0,0,0
"387","rno-miR-19b-1-5p",0,0,1,2,0,0,0,0,0.148017366899046,0.249733171051084,0,0
"388","rno-miR-19b-3p",122,146,123,88,70,100,17.9467187474929,23.4194045247252,18.2061361285826,10.9882595262477,9.08151099704419,15.4048247972025
"389","rno-miR-1b",1884,2015,1418,1445,1824,2452,277.14441082194,323.219863817269,209.888626262847,180.432216084408,236.638229408694,377.726304027405
"390","rno-miR-200a-3p",24,68,30,83,24,58,3.53050204868713,10.9076678608309,4.44052100697137,10.36392659862,3.11366091327229,8.93479838237745
"391","rno-miR-200a-5p",2,3,0,4,2,6,0.294208504057261,0.481220640919012,0,0.499466342102168,0.259471742772691,0.924289487832151
"392","rno-miR-200b-3p",20,31,10,54,28,89,2.94208504057261,4.97261328949645,1.48017366899046,6.74279561837927,3.63260439881768,13.7102940695102
"393","rno-miR-200b-5p",0,0,0,0,0,0,0,0,0,0,0,0
"394","rno-miR-200c-3p",15,10,12,20,23,25,2.20656378042945,1.60406880306337,1.77620840278855,2.49733171051084,2.98392504188595,3.85120619930063
"395","rno-miR-201-3p",0,0,0,0,1,0,0,0,0,0,0.129735871386346,0
"396","rno-miR-201-5p",5,1,3,3,4,2,0.735521260143152,0.160406880306337,0.444052100697137,0.374599756576626,0.518943485545383,0.30809649594405
"397","rno-miR-202-3p",0,1,0,0,0,0,0,0.160406880306337,0,0,0,0
"398","rno-miR-202-5p",1,1,9,9,3,3,0.14710425202863,0.160406880306337,1.33215630209141,1.12379926972988,0.389207614159037,0.462144743916075
"399","rno-miR-203a-3p",165,155,135,250,167,135,24.272201584724,24.8630664474823,19.9823445313711,31.2166463813855,21.6658905215197,20.7965134762234
"400","rno-miR-203a-5p",3,2,3,7,0,3,0.441312756085891,0.320813760612674,0.444052100697137,0.874066098678794,0,0.462144743916075
"401","rno-miR-203b-3p",3,2,3,6,1,4,0.441312756085891,0.320813760612674,0.444052100697137,0.749199513153252,0.129735871386346,0.6161929918881
"402","rno-miR-203b-5p",134,123,113,212,144,98,19.7119697718365,19.7300462776795,16.7259624595921,26.4717161314149,18.6819654796338,15.0967283012585
"403","rno-miR-204-3p",34,15,31,28,22,17,5.00154456897343,2.40610320459506,4.58853837387041,3.49626439471518,2.8541891704996,2.61882021552443
"404","rno-miR-204-5p",5995,5280,4643,8669,7496,4239,881.889990911639,846.94832801746,687.244634512268,1082.46842992092,972.500091912047,653.010523153414
"405","rno-miR-205",27,36,27,21,28,25,3.97181480477302,5.77464769102814,3.99646890627423,2.62219829603638,3.63260439881768,3.85120619930063
"406","rno-miR-206-3p",113,122,56,75,44,113,16.6227804792352,19.5696393973731,8.28897254634655,9.36499391441565,5.70837834099921,17.4074520208388
"407","rno-miR-207",0,0,0,1,0,0,0,0,0,0.124866585525542,0,0
"408","rno-miR-208a-3p",0,0,0,0,0,0,0,0,0,0,0,0
"409","rno-miR-208a-5p",0,0,0,1,2,0,0,0,0,0.124866585525542,0.259471742772691,0
"410","rno-miR-208b-3p",0,0,0,0,0,0,0,0,0,0,0,0
"411","rno-miR-20a-3p",0,0,2,0,0,1,0,0,0.296034733798091,0,0,0.154048247972025
"412","rno-miR-20a-5p",529,495,513,399,390,444,77.8181493231454,79.4014057516369,75.9329092192104,49.8217676246912,50.5969898406748,68.3974220995791
"413","rno-miR-20b-3p",2,0,1,5,1,0,0.294208504057261,0,0.148017366899046,0.62433292762771,0.129735871386346,0
"414","rno-miR-20b-5p",3,0,2,3,2,0,0.441312756085891,0,0.296034733798091,0.374599756576626,0.259471742772691,0
"415","rno-miR-210-3p",106,115,115,133,107,91,15.5930507150348,18.4467912352288,17.0219971933902,16.6072558748971,13.881738238339,14.0183905654543
"416","rno-miR-210-5p",3,1,1,1,3,1,0.441312756085891,0.160406880306337,0.148017366899046,0.124866585525542,0.389207614159037,0.154048247972025
"417","rno-miR-211-3p",1,0,1,0,0,0,0.14710425202863,0,0.148017366899046,0,0,0
"418","rno-miR-211-5p",38,19,54,39,21,11,5.58996157708795,3.04773072582041,7.99293781254846,4.86979683549614,2.72445329911326,1.69453072769228
"419","rno-miR-212-3p",1001,912,1163,566,620,653,147.251356280659,146.29107483938,172.14419770359,70.6744874074568,80.4362402595343,100.593505925732
"420","rno-miR-212-5p",1373,1121,1529,1180,1438,1134,201.974138035309,179.816112823404,226.318553988641,147.34257092014,186.560183053565,174.690713200276
"421","rno-miR-21-3p",3,1,3,2,1,0,0.441312756085891,0.160406880306337,0.444052100697137,0.249733171051084,0.129735871386346,0
"422","rno-miR-214-3p",4,8,6,7,29,26,0.588417008114521,1.2832550424507,0.888104201394273,0.874066098678794,3.76234027020402,4.00525444727265
"423","rno-miR-214-5p",0,0,0,0,0,0,0,0,0,0,0,0
"424","rno-miR-21-5p",58749,62274,62365,74484,62860,39028,8642.22770243,9989.17806419684,9231.10308665898,9300.56275628447,8155.19687534569,6012.1950218522
"425","rno-miR-216a-3p",1,0,0,6,6,3,0.14710425202863,0,0,0.749199513153252,0.778415228318074,0.462144743916075
"426","rno-miR-216a-5p",5,1,4,5,3,4,0.735521260143152,0.160406880306337,0.592069467596182,0.62433292762771,0.389207614159037,0.6161929918881
"427","rno-miR-216b-3p",1,0,1,1,0,2,0.14710425202863,0,0.148017366899046,0.124866585525542,0,0.30809649594405
"428","rno-miR-216b-5p",2,5,5,3,4,9,0.294208504057261,0.802034401531686,0.740086834495228,0.374599756576626,0.518943485545383,1.38643423174823
"429","rno-miR-217-5p",43,18,25,51,24,29,6.3254828372311,2.88732384551407,3.70043417247614,6.36819586180264,3.11366091327229,4.46739919118873
"430","rno-miR-218a-1-3p",4,2,7,3,0,6,0.588417008114521,0.320813760612674,1.03612156829332,0.374599756576626,0,0.924289487832151
"431","rno-miR-218a-2-3p",26,24,10,21,19,24,3.82471055274439,3.84976512735209,1.48017366899046,2.62219829603638,2.46498155634057,3.6971579513286
"432","rno-miR-218a-5p",145041,142388,149229,164105,171337,129313,21336.1478184846,22840.0148730587,22088.4836449777,20491.2310176691,22228.5549957223,19920.4410900065
