"","miRNA_ID","logFC","logCPM","F","PValue","FDR","hip_Control_1.x","hip_Control_2.x","hip_Control_3.x","hip_PPCE_1.x","hip_PPCE_2.x","hip_PPCE_3.x","hip_Control_1.y","hip_Control_2.y","hip_Control_3.y","hip_PPCE_1.y","hip_PPCE_2.y","hip_PPCE_3.y"
"114","rno-miR-129-2-3p",-0.247968602548938,9.18818358014583,3.30753826374358,0.0924661847733416,0.654563255369181,3990,4190,4283,3749,3775,4135,586.945965594235,672.104828483553,633.958382428612,468.124829135257,489.752914483455,636.989505364324
"115","rno-miR-376b-3p",0.46475262692071,4.52028509647761,3.2641542468679,0.0961581540684178,0.659541571691602,141,97,111,190,123,216,20.7416995360369,15.5594673897147,16.4299277257941,23.724651249853,15.9575121805205,33.2744215619574
"116","rno-miR-26a-5p",-0.141669807898341,15.5117892452498,3.23083593234049,0.0959214627049766,0.659541571691602,319335,302363,348032,370676,357126,264244,46975.5363215627,48501.105550065,51514.7802366086,46285.0464562658,46332.0528047201,40706.3252371198
"117","rno-miR-340-5p",-0.276993825856404,9.81724426701452,3.25797315203537,0.0964385445596146,0.659541571691602,7110,6653,5709,7149,7097,4086,1045.91123192356,1067.18697467806,845.031147626651,892.671219922099,920.735479228895,629.441141213695
"118","novel_461",-2.18348656550351,1.45464183748151,9.31182222964556,0.0950049185435032,0.659541571691602,4,15,6,1,1,2,0.588417008114521,2.40610320459506,0.888104201394273,0.124866585525542,0.129735871386346,0.30809649594405
"119","rno-miR-132-3p",-0.20486527639478,9.48059308330972,3.17809171332461,0.0983889806575923,0.667226112526698,5069,4855,5159,4992,4789,4814,745.671453533127,778.775403887267,763.621595832176,623.333994943506,621.305088069209,741.588265737329
"120","rno-miR-299a-5p",0.756662075069156,3.06889781052542,4.89182133763687,0.103496688761018,0.669767023962729,33,34,26,34,73,68,4.8544403169448,5.45383393041547,3.84845153937518,4.24546390786843,9.47071861120323,10.4752808620977
"121","rno-miR-28-3p",0.366740512450264,4.88266941763967,5.06530728108248,0.102370667492754,0.669767023962729,167,149,159,241,232,213,24.5664100887813,23.9006251656442,23.5347613369482,30.0928471116556,30.0987221616322,32.8122768180413
"122","rno-miR-330-5p",0.201914861639516,9.40799768669562,3.06204729614665,0.104096263699031,0.669767023962729,4493,3812,4169,6449,5337,4395,660.939404364636,611.471027727757,617.084402602121,805.26461005422,692.400345588927,677.04204983705
"123","rno-miR-379-5p",0.192931047550149,12.2438617563481,3.08564083188195,0.102903784817797,0.669767023962729,29127,27950,32441,41743,34205,38107,4284.70554883792,4483.37230456212,4801.83139957194,5212.3058795927,4437.61548076995,5870.31658546996
"124","rno-miR-434-5p",0.17092171207787,11.446200246264,3.04726377957357,0.104852080238958,0.669767023962729,17774,16920,17153,24306,24206,17444,2614.63097555688,2714.08441478323,2538.94189441933,3035.00722778382,3140.38650277788,2687.21763762401
"125","rno-miR-140-3p",-0.216137008637221,10.6843506288239,3.0365653291762,0.105403236732672,0.669767023962729,11118,12368,11339,12229,10110,11195,1635.50507405431,1983.91229562878,1678.36892326828,1526.99347439185,1311.62965971595,1724.57013604682
"126","rno-miR-21-5p",-0.248559762224758,13.0628937529635,3.17772956438789,0.102453039586986,0.669767023962729,58749,62274,62365,74484,62860,39028,8642.22770243,9989.17806419684,9231.10308665898,9300.56275628447,8155.19687534569,6012.1950218522
"127","rno-miR-320-3p",-0.268481744201392,7.05314257184489,3.04723206544187,0.104853708848932,0.669767023962729,827,927,1070,1053,900,700,121.655216427677,148.697178043975,158.378582581979,131.484514558396,116.762284247711,107.833773580418
"128","rno-miR-145-5p",0.596562959898224,8.25314773766328,3.35980657767419,0.110636499296271,0.671805496934301,1762,1551,1457,1649,2692,3504,259.197692074447,248.791071355129,215.661303571909,205.904999531619,349.248965772042,539.785060893976
"129","rno-miR-667-5p",0.421911048954922,5.12573455006734,3.01383265031513,0.108365070933335,0.671805496934301,182,189,184,208,260,347,26.7729738692107,30.3169003778977,27.2351955094244,25.9722497893127,33.7313265604499,53.4547420462927
"130","rno-miR-376a-5p",0.421404302452195,4.43849415746094,4.10517965106247,0.112128494228156,0.671805496934301,124,100,109,134,198,164,18.2409272515502,16.0406880306337,16.133892991996,16.7321224604226,25.6877025344964,25.2639126674121
"131","rno-miR-493-3p",0.303521608336495,5.73417543386876,2.93280266440653,0.110937365596584,0.671805496934301,345,240,326,527,433,311,50.7509669498775,38.4976512735209,48.2536616090889,65.8046905719606,56.1756323102877,47.9090051192998
"132","rno-miR-758-3p",0.281643431969605,6.5758020471375,2.89190409548296,0.113216291924492,0.671805496934301,662,502,506,963,716,613,97.3830148429533,80.5242539137813,74.8967876509171,120.246521861097,92.8908839126235,94.4315760068514
"133","rno-miR-384-3p",-0.21542383989398,8.09708929019348,2.91732173365305,0.111793297900144,0.671805496934301,1978,1834,1965,1825,2015,1724,290.972210512631,294.186218481822,290.854125956625,227.881518584114,261.417780843486,265.579179503771
"134","rno-miR-212-5p",-0.258459137195635,7.55551737850043,3.00073900837408,0.10727493263551,0.671805496934301,1373,1121,1529,1180,1438,1134,201.974138035309,179.816112823404,226.318553988641,147.34257092014,186.560183053565,174.690713200276
"135","rno-miR-490-3p",-0.26027444740615,6.70925860149339,2.90040668727998,0.112737814376549,0.671805496934301,698,780,728,835,643,601,102.678767915984,125.117366638943,107.756643102505,104.263598913828,83.4201653014202,92.5829970311871
"136","rno-miR-184",-0.513668291679503,3.92220814557617,6.05484032329303,0.113068518141321,0.671805496934301,87,103,116,79,84,76,12.7980699264908,16.5219086715527,17.1700145602893,9.86446025651781,10.897813196453,11.7076668458739
"137","rno-miR-344b-1-3p",0.2810715960862,6.57366651705704,2.87634035785635,0.114098614587276,0.672099138481251,655,499,514,736,934,610,96.3532850787529,80.0430332728623,76.0809265861094,91.9018069467989,121.173303874847,93.9694312629353
"138","rno-miR-139-3p",0.260959997631333,5.71571501383469,3.07244803168573,0.115078455795953,0.672958795850247,324,283,303,444,406,372,47.6617776572762,45.3951471266934,44.8492621704108,55.4407639733406,52.6727637828563,57.3059482455933
"139","novel_124",-0.410302195158036,4.48001899217735,3.21336434849766,0.116020250067219,0.673585192836298,131,155,172,157,163,75,19.2706570157506,24.8630664474823,25.4589871066358,19.6040539275101,21.1469470359743,11.5536185979019
"140","rno-miR-329-3p",0.538898490938383,7.25081281843948,3.09858431712837,0.118052659102849,0.679484727600028,898,696,836,1022,1000,1798,132.09961832171,111.643188693211,123.742518727602,127.613650407104,129.735871386346,276.978749853701
"141","rno-let-7f-5p",-0.140025423034479,14.2988396543674,2.79716602923584,0.118720379915246,0.679484727600028,135222,133918,148624,161684,152020,114468,19891.7311678155,21481.3685968641,21998.9331380037,20188.9290141117,19722.4471681523,17633.5948488618
"142","rno-let-7a-5p",-0.15545085513791,11.7040571528296,2.75106159815203,0.121518111538419,0.681007750079893,22456,21719,25343,26296,24068,19874,3303.37308355492,3483.87703337334,3751.20412932251,3283.49173297965,3122.48295252657,3061.55488019603
"143","rno-miR-3596a",-0.155595139074977,11.7038313759382,2.75813971003564,0.121083349336701,0.681007750079893,22461,21722,25327,26298,24071,19857,3304.10860481507,3484.35825401426,3748.83585145213,3283.7414661507,3122.87216014073,3058.9360599805
"144","rno-miR-34b-5p",-0.841310689328812,2.7406025491218,4.8611272664627,0.120006210141814,0.681007750079893,38,57,23,32,27,16,5.58996157708795,9.14319217746122,3.40439943867805,3.99573073681734,3.50286852743133,2.4647719675524
"145","rno-miR-195-3p",0.313806192192089,5.34450171970725,2.73664002457476,0.122409914311596,0.681274488616953,217,215,249,381,377,208,31.9216226902128,34.4874792658625,36.8563243578623,47.5741690852315,48.9104235126523,32.0420355781812
"146","rno-miR-3596d",-0.137765363764975,14.2613737100071,2.68067454470948,0.125948234071905,0.691430101333519,131807,130209,144750,157805,148438,111351,19389.3701471377,20886.4194778079,21425.5138586368,19704.5715288582,19257.7332768464,17153.426459933
"147","rno-miR-425-5p",-0.222024752357398,7.7195405535526,2.69130717443393,0.125266370451413,0.691430101333519,1432,1518,1487,1540,1368,1354,210.653288904999,243.49764430502,220.101824578881,192.294541709335,177.478672056521,208.581327754122
"148","rno-miR-667-3p",1.05323846324995,6.10450675550903,3.29879557280337,0.127823019222675,0.692303198071802,292,254,314,316,1273,429,42.9544415923601,40.7433475978096,46.4774532063003,39.4578410260713,165.153764274818,66.0866983799988
"149","rno-miR-301a-5p",0.474022596735629,4.02717131380529,3.73431193075992,0.127243131834705,0.692303198071802,77,80,79,141,164,72,11.3270274062045,12.832550424507,11.6933719850246,17.6061885591014,21.2766829073607,11.0914738539858
"150","rno-miR-27a-5p",0.583032355429664,3.44475282808456,5.26052665788762,0.138496561184103,0.697062687532828,41,59,39,74,94,69,6.03127433317384,9.46400593807389,5.77267730906278,9.24012732889011,12.1951719103165,10.6293291100697
"151","rno-miR-485-5p",0.396244129581849,7.78750123134612,2.61075334724673,0.13993079972778,0.697062687532828,1327,1094,1326,1583,1421,2367,195.207342441992,175.485127055133,196.271028508134,197.663804886933,184.354673239997,364.632202949783
"152","rno-miR-299b-5p",0.308440383389019,5.10718050122125,3.29679926469304,0.135327310291825,0.697062687532828,183,199,190,252,299,244,26.9200781212393,31.9209691809611,28.1232997108187,31.4663795524366,38.7910255445173,37.5877725051741
"153","rno-miR-27a-3p",0.30370964815867,8.0113098342866,2.54732202267569,0.136822068157809,0.697062687532828,1859,1321,1364,2418,2631,1335,273.466804521224,211.897488884671,201.895688450298,301.92740380076,341.335077617475,205.654411042653
"154","rno-miR-410-3p",0.301292501504126,8.1612369714607,2.50944038762428,0.139898960538192,0.697062687532828,1860,1599,1579,2170,1903,2752,273.613908773252,256.490601609833,233.719422333593,270.960490590426,246.887363248216,423.940778419013
"155","rno-miR-344b-3p",0.271621673682264,5.44143198449213,2.85109056942759,0.137339027243378,0.697062687532828,278,222,244,329,381,296,40.8949820639592,35.6103274280069,36.1162375233671,41.0811066379033,49.4293669981977,45.5982813997194
"156","rno-miR-24-2-5p",0.264750970305284,6.3680070904626,2.61918248640816,0.129983106032333,0.697062687532828,559,440,451,720,771,481,82.2312768840043,70.5790273347883,66.7558324714695,89.9039415783902,100.026356838872,74.0972072745441
"157","rno-miR-127-5p",0.235145937493194,9.45595720785712,2.53500073746395,0.1359198339907,0.697062687532828,4527,4140,4050,4895,5595,6071,665.940948933609,664.084484468236,599.470335941135,611.221936147528,725.872200406604,935.226913438164
"158","rno-miR-450a-5p",0.223543922608564,6.76461273037825,2.52652672918474,0.136370486061748,0.697062687532828,648,647,650,883,961,715,95.3235553145525,103.7832515582,96.2112884843796,110.257195019054,124.676172402278,110.144497299998
"159","rno-miR-369-5p",0.202766801679758,8.74593373496287,2.48099599082217,0.139652211764772,0.697062687532828,2863,2384,2622,3419,3238,3410,421.159473557969,382.410002650308,388.101536009297,426.918855911828,420.084751548987,525.304525584606
"160","rno-miR-9b-3p",-0.100948239095277,17.7445714488275,2.5995047780329,0.131308016839807,0.697062687532828,1467954,1453601,1571113,1670845,1638507,1394091,215942.275182436,233167.601620172,232552.00936086,208632.710092424,212573.133417627,214757.276063568
"161","rno-miR-9a-5p",-0.101150626278285,17.748086383839,2.60956391035603,0.130628647653288,0.697062687532828,1471420,1457338,1575165,1674942,1642143,1397478,216452.138519967,233767.042131877,233151.775731535,209144.288493322,213044.853045988,215279.03747945
"162","rno-miR-598-3p",-0.166246605674569,9.84648948489483,2.49572563021004,0.138579882220292,0.697062687532828,6929,6137,6148,7040,6452,5725,1019.28536230638,984.417024439991,910.010771695332,879.060762099816,837.055842184702,881.926219639844
"163","rno-miR-666-5p",0.631930940007128,3.23267066728548,3.58465420021013,0.142480693198867,0.705410548536722,46,40,28,40,93,65,6.76679559331699,6.41627521225349,4.14448627317328,4.99466342102168,12.0654360389301,10.0131361181816
"164","rno-miR-344i",1.12256764827609,2.08080357729114,8.24508146513262,0.146846868787186,0.718191257688507,13,7,7,21,29,19,1.91235527637219,1.12284816214436,1.03612156829332,2.62219829603638,3.76234027020402,2.92691671146848
"165","rno-miR-299b-3p",0.900851004807807,2.4508000468424,4.377140098613,0.149511934686083,0.718191257688507,17,16,14,18,31,48,2.50077228448672,2.56651008490139,2.07224313658664,2.24759853945976,4.02181201297671,7.3943159026572
"166","rno-miR-381-3p",0.540099914984459,4.06904685668306,2.44950153442664,0.148861691664162,0.718191257688507,101,75,62,81,120,175,14.8575294548917,12.0305160229753,9.17707674774083,10.1141934275689,15.5683045663615,26.9584433951044
"167","rno-miR-126a-3p",0.151967415918642,12.0719089817021,2.37392522300305,0.147766649474279,0.718191257688507,28610,25814,26198,32522,37964,29906,4208.65265053911,4140.74320822779,3877.7589780212,4060.91109446168,4925.29262131123,4606.96690385138
"168","rno-miR-211-5p",-0.81616673829405,2.65989915080413,3.7107661404371,0.146086613449405,0.718191257688507,38,19,54,39,21,11,5.58996157708795,3.04773072582041,7.99293781254846,4.86979683549614,2.72445329911326,1.69453072769228
"169","rno-miR-10b-5p",1.31008473704022,5.47207442465121,2.8137367711592,0.155436901577966,0.730514632872313,190,164,126,94,504,677,27.9498078854398,26.3067283702393,18.6501882292797,11.7374590394009,65.3868791787182,104.290663877061
"170","rno-miR-134-3p",0.625847874261148,3.18202824448307,6.37507619550353,0.155104148850021,0.730514632872313,36,29,45,72,67,53,5.29575307303069,4.65179952888378,6.66078151045705,8.99039415783902,8.69230338288516,8.16455714251733
"171","rno-miR-346",0.272421035927844,5.31986773434401,3.02555373644797,0.153844835539967,0.730514632872313,239,199,243,350,309,265,35.1579162348426,31.9209691809611,35.9682201564681,43.7033049339397,40.0883842583808,40.8227857125867
"172","rno-miR-935",-0.24597806777462,5.68261403866056,2.27615460595193,0.155698286064483,0.730514632872313,390,297,376,382,374,255,57.3706582911658,47.6408434509822,55.6545299540411,47.699035670757,48.5212158984933,39.2823032328664
"173","rno-miR-503-3p",1.10664586998349,2.04607701211507,7.72472380227277,0.16076340270928,0.74991945656872,10,6,10,26,16,23,1.4710425202863,0.962441281838023,1.48017366899046,3.24653122366409,2.07577394218153,3.54310970335658
"174","rno-miR-106b-5p",-0.314912456184216,4.85761248911082,3.10608509294508,0.164131671877915,0.761231374744123,188,213,189,168,195,168,27.6555993813825,34.1666655052498,27.9752823439196,20.9775863682911,25.2984949203374,25.8801056593002
"175","rno-miR-496-3p",0.266693224954244,6.4264859770949,2.14228637721388,0.167448782940784,0.770482361058225,543,436,533,608,629,765,79.8776088515463,69.937399813563,78.8932565571913,75.9188839995295,81.6038631020114,117.846909698599
"176","rno-miR-181d-5p",0.202878135044725,7.32785555066033,2.1359120143583,0.168035806129179,0.770482361058225,1017,922,979,1263,1242,1238,149.605024313117,147.895143642443,144.909002194166,157.70649751876,161.131952261841,190.711730989367
"177","rno-miR-216a-3p",2.1788122679627,1.23641894049063,9.15950880899037,0.169188266792902,0.771383792665941,1,0,0,6,6,3,0.14710425202863,0,0,0.749199513153252,0.778415228318074,0.462144743916075
"178","rno-miR-365-3p",-0.386263922396088,4.23567795201917,3.3297482551486,0.17714490253847,0.803123237913174,148,94,138,120,128,79,21.7714293002373,15.0782467487957,20.4263966320683,14.983990263065,16.6061915374522,12.16981158979
"179","rno-miR-412-3p",0.72540884396325,2.7382266486079,4.35466777050883,0.178325405354592,0.803958671067911,31,23,15,56,53,24,4.56023181288754,3.68935824704576,2.22026050348568,6.99252878943035,6.87600118347632,3.6971579513286
"180","novel_125",2.13359469924399,1.22895147356768,6.0316568030017,0.179760608738035,0.805926729175526,1,0,0,11,3,1,0.14710425202863,0,0,1.37353244078096,0.389207614159037,0.154048247972025
"181","rno-miR-3068-3p",0.160943329723333,8.63873903949393,1.99740260453153,0.18146246372588,0.809061923904889,2629,2281,2503,3327,3242,2729,386.737078583269,365.888093978755,370.487469348311,415.431130043478,420.603695034533,420.397668715656
"182","rno-miR-28-5p",0.343346551049133,4.51024807025377,2.67434754857472,0.182760677792236,0.810372895485355,150,95,119,184,215,123,22.0656378042945,15.238653629102,17.6140666609864,22.9754517366997,27.8932123480643,18.9479345005591
"183","rno-miR-499-5p",-0.284858495612142,6.96652033143117,1.91850231072024,0.191453297995879,0.844277658375269,980,827,869,996,1052,468,144.162166988058,132.656490013341,128.627091835271,124.36711918344,136.482136698436,72.0945800509077
"184","rno-miR-122-5p",0.852848053302421,2.35221844224961,3.1032499690921,0.193650337699005,0.849325122408135,21,15,7,45,12,32,3.08918929260124,2.40610320459506,1.03612156829332,5.61899634864939,1.55683045663615,4.9295439351048
"185","rno-miR-326-3p",0.189772175986846,6.69617468186364,1.85903723651117,0.196274708100061,0.856182105063509,668,575,638,855,892,667,98.2656403551251,92.2339561761439,94.4350800815911,106.760930624338,115.72439727662,102.750181397341
"186","rno-miR-323-5p",0.506060832994282,3.38916371737542,3.00553117503536,0.207789538943679,0.896717422072452,70,35,34,95,62,65,10.2972976420041,5.6142408107218,5.03259047456755,11.8623256249265,8.04362402595343,10.0131361181816
"187","rno-miR-3556a",-0.188149029087874,9.43316279602048,1.7667209443602,0.207031851547268,0.896717422072452,4882,4520,5126,6174,5016,3325,718.162958403773,725.039098984644,758.737022724507,770.926299034696,650.75513087391,512.210424506983
"188","rno-miR-107-3p",-0.171787453799804,7.91819143916463,1.74855955183075,0.209237444034348,0.898162858168717,1699,1521,1813,1693,1694,1596,249.930124196643,243.978864945939,268.35548618797,211.399129294743,219.772566128469,245.861003763352
"189","rno-miR-150-3p",0.942323082977581,2.10993298604843,5.86128483182304,0.21079704095657,0.900069905036782,14,5,12,26,25,18,2.05945952840082,0.802034401531686,1.77620840278855,3.24653122366409,3.24339678465864,2.77286846349645
"190","rno-miR-664-3p",0.19939168783994,5.78859677805102,1.73592863890714,0.216076910114353,0.917758244538331,356,299,327,479,454,339,52.3691137221924,47.9616572115948,48.4016789759879,59.8110944667346,58.9000856094009,52.2223560625165
"191","rno-miR-541-3p",0.674439058420722,2.68457825911246,1.90368993768666,0.221491298240112,0.930955612915473,20,20,27,20,29,66,2.94208504057261,3.20813760612674,3.99646890627423,2.49733171051084,3.76234027020402,10.1671843661537
"192","rno-miR-532-3p",0.659465907269604,2.73101194501715,4.77621458886164,0.221458987707691,0.930955612915473,32,18,21,40,52,35,4.70733606491617,2.88732384551407,3.10836470487996,4.99466342102168,6.74626531208997,5.39168867902088
"193","rno-miR-7b",0.257191004280992,11.4681519865044,1.72635488414244,0.224987099289945,0.940749166461067,19375,13766,18090,26154,16887,24629,2850.14488305471,2208.16111429704,2677.63416720373,3265.76067783502,2190.84966010122,3794.05429930301
"194","rno-miR-379-3p",0.200404329127729,5.80789549059668,1.59091563372634,0.229735099369713,0.950941553264154,371,308,316,419,432,422,54.5756775026218,49.4053191343519,46.7734879400984,52.3190993352021,56.0458964389013,65.0083606441946
"195","rno-miR-342-3p",-0.236209524271769,6.95630560634264,1.59157141725291,0.229781416216245,0.950941553264154,838,923,845,735,750,958,123.273363199992,148.055550522749,125.074675029693,91.7769403612733,97.3019035397592,147.5782215572
"196","rno-miR-100-3p",0.716691439898877,2.51401369249256,3.63396658478793,0.232577204369106,0.957601040438104,22,17,16,41,49,16,3.23629354462987,2.72691696520773,2.36827787038473,5.11953000654722,6.35705769793094,2.4647719675524
"197","rno-miR-99b-3p",0.214738981132432,7.62827009782807,1.53251395777301,0.238085393519542,0.965311716232412,1290,1055,1248,1998,1752,1004,189.764485116933,169.229258723186,184.725673890009,249.483437880033,227.297246668878,154.664440963913
"198","rno-miR-221-3p",-0.141230326977965,10.0782610479756,1.5257925990606,0.238973749154888,0.965311716232412,8333,6671,7423,7668,8838,6334,1225.81973215458,1070.07429852358,1098.73291449162,957.476977809856,1146.60563131252,975.741602654807
"199","rno-miR-384-5p",-0.143408817579887,8.8061347827401,1.5240022966552,0.239234626079904,0.965311716232412,3295,2928,3030,3317,3106,2945,484.708510434337,469.671345536955,448.492621704108,414.182464188223,402.95961652599,453.672090277614
"200","rno-miR-342-5p",-0.653733496085852,2.68317723638689,3.92939602047813,0.235902533484154,0.965311716232412,32,28,48,20,24,30,4.70733606491617,4.49139264857744,7.10483361115419,2.49733171051084,3.11366091327229,4.62144743916075
"201","rno-miR-539-5p",0.216280629635806,6.19959712272337,1.50791828902871,0.241595398939124,0.969987497233201,472,418,418,474,704,520,69.4332069575135,67.0500759680489,61.871259363801,59.1867615391069,91.3340534559873,80.105088945453
"202","rno-miR-152-3p",0.228167900438937,6.97745685342389,1.49642560583867,0.243435384906048,0.972536413956341,935,670,659,898,940,1087,137.542475646769,107.472609805246,97.543444786471,112.130193801937,121.951719103165,167.450445545591
"203","rno-miR-336-5p",1.62670098665331,1.09121294942806,4.79777882206361,0.297501787473717,1,0,0,0,4,1,1,0,0,0,0.499466342102168,0.129735871386346,0.154048247972025
"204","rno-miR-547-5p",1.58365593304918,1.08736429182384,2.87716219544799,0.308246481358429,1,0,0,0,6,0,0,0,0,0,0.749199513153252,0,0
"205","rno-miR-3075",1.46892770188992,1.07760678176863,4.58757540633618,0.337717364950711,1,0,0,0,2,2,1,0,0,0,0.249733171051084,0.259471742772691,0.154048247972025
"206","rno-miR-466b-3p",1.28689347529856,1.27948166854319,2.47554609290058,0.373374084076298,1,4,0,0,2,5,7,0.588417008114521,0,0,0.249733171051084,0.648679356931728,1.07833773580418
"207","novel_274",1.26643761718997,1.28130446708307,3.11795952787725,0.379613642630997,1,1,1,2,3,10,2,0.14710425202863,0.160406880306337,0.296034733798091,0.374599756576626,1.29735871386346,0.30809649594405
"208","rno-miR-6314",1.2212725811257,1.05882482218854,2.31840640600077,0.405445637664301,1,0,0,0,4,0,0,0,0,0,0.499466342102168,0,0
"209","rno-miR-3548",1.22002821853989,1.22372291774251,2.65346201177226,0.423979923650035,1,2,1,0,3,2,6,0.294208504057261,0.160406880306337,0,0.374599756576626,0.259471742772691,0.924289487832151
"210","rno-miR-743b-5p",1.16140925162746,1.30785466750187,2.46759728188959,0.405158892260169,1,2,0,3,5,2,8,0.294208504057261,0,0.444052100697137,0.62433292762771,0.259471742772691,1.2323859837762
"211","rno-miR-875",1.15835485575702,1.0545124582447,2.20380179787671,0.423566411625083,1,0,0,0,0,0,3,0,0,0,0,0,0.462144743916075
"212","rno-miR-743a-5p",1.15800265712238,1.21147301882319,2.64713731022439,0.452368558929057,1,1,0,2,5,4,2,0.14710425202863,0,0.296034733798091,0.62433292762771,0.518943485545383,0.30809649594405
"213","rno-miR-2985",1.11992786094781,1.48357243450709,4.18610807853354,0.341924834662969,1,3,3,3,12,10,4,0.441312756085891,0.481220640919012,0.444052100697137,1.4983990263065,1.29735871386346,0.6161929918881
"214","rno-miR-181b-2-3p",1.03668977183003,1.19580385783784,1.92084015868195,0.505895608324302,1,2,0,1,4,5,1,0.294208504057261,0,0.148017366899046,0.499466342102168,0.648679356931728,0.154048247972025
"215","rno-miR-208a-5p",1.0176398459319,1.04547572165473,2.32567479758972,0.465523556410155,1,0,0,0,1,2,0,0,0,0,0.124866585525542,0.259471742772691,0
"216","rno-miR-3546",1.0176398459319,1.04547572165473,2.32567479758972,0.465523556410155,1,0,0,0,1,2,0,0,0,0,0.124866585525542,0.259471742772691,0
"217","rno-miR-5132-5p",0.963936196695763,1.14450637931164,1.34721625543884,0.554390150027759,1,1,1,0,0,5,2,0.14710425202863,0.160406880306337,0,0,0.648679356931728,0.30809649594405
"218","rno-miR-6216",0.947715151817336,1.09108203750142,1.38711684090918,0.568578421944718,1,0,0,1,3,2,0,0,0,0.148017366899046,0.374599756576626,0.259471742772691,0
"219","novel_281",0.943258785012331,1.09042908377149,1.28675566524003,0.570326453464739,1,1,0,0,4,1,0,0.14710425202863,0,0,0.499466342102168,0.129735871386346,0
"220","rno-miR-3120",0.938200738580143,1.84810619360711,3.40188954838733,0.289176049818199,1,10,6,5,7,25,15,1.4710425202863,0.962441281838023,0.740086834495228,0.874066098678794,3.24339678465864,2.31072371958038
"221","novel_355",0.934664633094406,1.09412641718171,1.03021437476015,0.57430279155487,1,0,1,0,0,5,0,0,0.160406880306337,0,0,0.648679356931728,0
"222","rno-miR-6328",0.927786595955296,1.09357775157666,1.21534622258423,0.577099203309553,1,0,1,0,1,4,0,0,0.160406880306337,0,0.124866585525542,0.518943485545383,0
"223","rno-miR-653-3p",0.920875610700731,1.09302887732716,1.28925455651931,0.579913709093444,1,0,1,0,2,3,0,0,0.160406880306337,0,0.249733171051084,0.389207614159037,0
"224","novel_439",0.919452595037543,1.35918055675352,1.59353112372434,0.482698255469751,1,4,2,1,5,12,1,0.588417008114521,0.320813760612674,0.148017366899046,0.62433292762771,1.55683045663615,0.154048247972025
"225","novel_390",0.897643526889707,1.27744614867893,1.66278795768733,0.528096512944678,1,2,3,0,3,6,4,0.294208504057261,0.481220640919012,0,0.374599756576626,0.778415228318074,0.6161929918881
"226","rno-miR-450b-3p",0.889948440990344,1.61293817020173,2.46002101361785,0.394910146954982,1,9,4,1,12,14,6,1.32393826825767,0.641627521225349,0.148017366899046,1.4983990263065,1.81630219940884,0.924289487832151
"227","rno-miR-1247-5p",0.881341654876061,1.08565864999636,1.14849687850228,0.595419992371256,1,1,0,0,1,0,3,0.14710425202863,0,0,0.124866585525542,0,0.462144743916075
"228","rno-miR-764-3p",0.86565404650714,1.34703825332629,1.89366315067972,0.512817468921433,1,2,1,4,6,3,7,0.294208504057261,0.160406880306337,0.592069467596182,0.749199513153252,0.389207614159037,1.07833773580418
"229","rno-miR-3594-5p",0.86144184135356,1.55729230538605,1.72737145368379,0.430408949260969,1,1,10,1,9,12,7,0.14710425202863,1.60406880306337,0.148017366899046,1.12379926972988,1.55683045663615,1.07833773580418
"230","rno-miR-30b-3p",0.838628449532154,1.12832878340995,1.12416000606903,0.6103710976106,1,2,0,0,1,3,2,0.294208504057261,0,0,0.124866585525542,0.389207614159037,0.30809649594405
"231","rno-miR-200a-5p",0.838604259974888,1.2688931314958,1.32117390580187,0.558264277650324,1,2,3,0,4,2,6,0.294208504057261,0.481220640919012,0,0.499466342102168,0.259471742772691,0.924289487832151
"232","rno-miR-10b-3p",0.812734430862332,1.03371468271951,1.81575924097888,0.530600019668835,1,0,0,0,0,1,1,0,0,0,0,0.129735871386346,0.154048247972025
"233","novel_503",0.804050663456049,1.18075182276338,0.933054423374483,0.608719728119258,1,0,3,0,3,1,4,0,0.481220640919012,0,0.374599756576626,0.129735871386346,0.6161929918881
"234","novel_475",0.802033180104542,1.03314255480125,1.78717734108582,0.534147628804555,1,0,0,0,1,0,1,0,0,0,0.124866585525542,0,0.154048247972025
"235","novel_361",0.776846210017491,1.12307067071924,0.831352883044051,0.637745660365466,1,1,0,1,1,5,0,0.14710425202863,0,0.148017366899046,0.124866585525542,0.648679356931728,0
"236","rno-miR-365-5p",0.758493714800873,1.03085609541069,1.45124291957158,0.548754964247917,1,0,0,0,0,2,0,0,0,0,0,0.259471742772691,0
"237","rno-miR-499-3p",0.758493714800873,1.03085609541069,1.45124291957158,0.548754964247917,1,0,0,0,0,2,0,0,0,0,0,0.259471742772691,0
"238","novel_402",0.749195588049085,1.0763643443209,0.879892416949974,0.650337172163464,1,0,0,1,3,1,0,0,0,0.148017366899046,0.374599756576626,0.129735871386346,0
"239","rno-miR-15a-5p",0.749118421138332,1.2469166298726,0.829909849345668,0.608385959146641,1,0,0,5,5,2,4,0,0,0.740086834495228,0.62433292762771,0.259471742772691,0.6161929918881
"240","rno-miR-489-5p",0.747380889427401,1.03028283289688,1.64869500433099,0.552529621662149,1,0,0,0,1,1,0,0,0,0,0.124866585525542,0.129735871386346,0
"241","novel_393",0.745777949064197,2.14477950389642,4.43596522027626,0.307818282771341,1,10,13,12,27,20,21,1.4710425202863,2.08528944398238,1.77620840278855,3.37139780918963,2.59471742772691,3.23501320741253
